Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
2738.0,store,store,5.98,0.98
2739.0,sweater,sweater,5.98,1.48
2740.0,tonight's,tonight's,5.98,1.41
2741.0,train,train,5.98,1.49
2742.0,triple,triple,5.98,1.13
2743.0,wing,wing,5.98,1.15
2744.0,faire,faire,5.98,1.51
2745.0,lasts,lasts,5.98,1.76
2746.0,nana,nana,5.98,1.76
2747.0,precisely,precisely,5.98,1.28
2748.0,probable,probable,5.98,1.33
2749.0,refer,refer,5.98,1.11
2750.0,spoon,spoon,5.98,1.55
2751.0,similarly,similarly,5.98,1.08
2752.0,glimpse,glimpse,5.98,1.17
2753.0,souls,souls,5.98,1.71
2754.0,above,above,5.96,0.9
2755.0,academic,academic,5.96,1.56
2756.0,allowed,allowed,5.96,1.74
2757.0,assistance,assistance,4.4,0.8
2758.0,authorized,authorized,5.96,1.55
2759.0,bacon,bacon,5.96,2.07
2760.0,bay,bay,5.96,1.5
2761.0,bf,bf,5.96,1.63
2762.0,body,body,5.96,1.03
2763.0,collected,collected,5.96,1.16
2764.0,convinced,convinced,5.96,0.97
2765.0,destined,destined,5.96,1.46
2766.0,discuss,discuss,5.96,1.23
2767.0,driven,driven,5.96,1.28
2768.0,everyone's,everyone's,5.96,1.26
2769.0,everything,everything,5.96,1.29
2770.0,fav,fav,5.96,1.95
2771.0,features,features,5.96,1.21
2772.0,flickr,flickr,5.96,1.19
2773.0,french,french,5.96,1.54
2774.0,gig,gig,5.96,1.4
2775.0,gracias,gracias,5.96,1.54
2776.0,gym,gym,5.96,1.51
2777.0,head,head,5.96,1.07
2778.0,heels,heels,5.96,1.12
2779.0,hundreds,hundreds,5.96,1.67
2780.0,including,including,5.96,0.9
2781.0,islanders,islanders,5.96,1.29
2782.0,jeep,jeep,5.96,1.74
2783.0,job,job,5.96,1.73
2784.0,largely,largely,5.96,1.03
2785.0,made,made,5.96,1.07
2786.0,mambo,mambo,5.96,1.73
2787.0,match,match,5.96,0.99
2788.0,memoir,memoir,5.96,1.24
2789.0,mighty,mighty,5.96,1.31
2790.0,mmmmm,mmmmm,5.96,1.86
2791.0,net,net,5.96,1.03
2792.0,netflix,netflix,5.96,1.87
2793.0,players,players,5.96,1.62
2794.0,potentially,potentially,5.96,1.51
2795.0,presently,presently,5.96,1.26
2796.0,proof,proof,5.96,1.07
2797.0,reaches,reaches,5.96,1.37
2798.0,reflecting,reflecting,5.96,1.23
2799.0,related,related,5.0,0.0
2800.0,releases,releases,5.96,1.47
2801.0,reveal,reveal,5.96,1.35
2802.0,reveals,reveals,5.96,1.47
2803.0,rocks,rocks,5.96,1.48
2804.0,roommate,roommate,5.96,1.55
2805.0,season,season,5.96,1.14
2806.0,selection,selection,5.96,1.29
2807.0,ship,ship,5.96,1.23
2808.0,ships,ships,5.96,1.01
2809.0,similar,similar,5.96,1.09
2810.0,space,space,5.96,1.01
2811.0,stadium,stadium,5.96,1.58
2812.0,starts,starts,5.96,1.19
2813.0,taught,taught,5.96,1.46
2814.0,world's,world's,5.96,1.34
2815.0,writer,writer,5.96,1.54
2816.0,yep,yep,5.96,1.67
2817.0,justify,justify,5.96,1.34
2818.0,pupil,pupil,5.96,1.38
2819.0,spreading,spreading,5.96,1.31
2820.0,wales,wales,5.96,1.5
2821.0,whoo,whoo,5.96,1.7
2822.0,deeds,deeds,5.96,1.32
2823.0,exhibit,exhibit,5.96,1.25
2824.0,fiddle,fiddle,5.96,1.73
2825.0,exceed,exceed,5.96,1.52
2826.0,3d,3d,5.94,1.61
2827.0,alternative,alternative,5.94,1.39
2828.0,approach,approach,5.94,1.17
2829.0,awe,awe,5.94,2.09
2830.0,ballet,ballet,5.94,1.58
2831.0,begins,begins,5.94,1.15
2832.0,building,building,5.94,1.11
2833.0,business,business,5.94,1.46
2834.0,carpet,carpet,5.94,1.15
2835.0,chick,chick,5.94,1.65
2836.0,choose,choose,5.94,1.19
2837.0,consent,consent,5.94,1.22
2838.0,continental,continental,5.94,1.11
2839.0,correspondence,correspondence,5.94,1.32
2840.0,custom,custom,5.94,0.91
2841.0,decided,decided,5.94,1.39
2842.0,diary,diary,5.94,1.15
2843.0,echo,echo,5.94,1.24
2844.0,elevation,elevation,5.94,1.52
2845.0,european,european,5.94,1.17
2846.0,exports,exports,5.94,1.22
2847.0,finds,finds,5.94,1.25
2848.0,forum,forum,5.94,1.25
2849.0,framework,framework,5.94,1.06
2850.0,frank,frank,5.94,1.3
2851.0,gather,gather,5.94,1.08
2852.0,germany,germany,5.94,1.57
2853.0,image,image,5.94,1.66
2854.0,impression,impression,5.94,1.08
2855.0,include,include,5.94,1.2
2856.0,inherent,inherent,5.94,1.38
2857.0,intention,intention,5.94,1.28
2858.0,investor,investor,5.94,1.3
2859.0,jet,jet,5.94,1.63
2860.0,joyce,joyce,5.94,1.52
2861.0,kings,kings,5.94,1.53
2862.0,knew,knew,5.94,1.3
2863.0,larger,larger,5.94,1.53
2864.0,letter,letter,5.94,1.1
2865.0,listen,listen,5.94,1.43
2866.0,looking,looking,5.94,0.98
2867.0,mba,mba,5.94,1.83
2868.0,member,member,5.94,1.11
2869.0,men,men,5.94,1.39
2870.0,movement,movement,5.94,0.93
2871.0,nation's,nation's,5.94,1.54
2872.0,obama,obama,5.94,2.16
2873.0,ok,ok,5.94,1.73
2874.0,oooh,oooh,5.94,1.72
2875.0,option,option,5.94,1.39
2876.0,phoenix,phoenix,5.94,1.61
2877.0,player,player,5.94,1.62
2878.0,portfolio,portfolio,5.94,1.43
2879.0,preparations,preparations,5.94,1.41
2880.0,presidential,presidential,5.94,1.52
2881.0,prom,prom,5.94,1.38
2882.0,proper,proper,5.94,1.39
2883.0,pulse,pulse,5.4,0.8
2884.0,reality,reality,5.94,1.65
2885.0,regularly,regularly,5.94,0.87
2886.0,reservations,reservations,5.94,1.46
2887.0,salmon,salmon,5.94,1.71
2888.0,scene,scene,5.94,1.33
2889.0,societies,societies,5.94,1.36
2890.0,submitted,submitted,5.94,1.3
2891.0,substantial,substantial,5.94,1.1
2892.0,swift,swift,5.94,1.27
2893.0,technique,technique,5.94,1.0
2894.0,thnx,thnx,5.94,1.61
2895.0,thx,thx,5.94,1.52
2896.0,tide,tide,5.94,1.24
2897.0,trends,trends,5.94,1.28
2898.0,visual,visual,5.94,1.68
2899.0,wallet,wallet,5.94,1.06
2900.0,wear,wear,5.94,1.39
2901.0,formation,formation,5.94,1.25
2902.0,cloth,cloth,5.94,1.13
2903.0,delicate,delicate,5.94,1.53
2904.0,echoes,echoes,5.94,1.31
2905.0,geography,geography,5.94,1.42
2906.0,processing,processing,5.94,1.41
2907.0,swinging,swinging,5.94,1.41
2908.0,1970's,1970's,5.92,1.65
2909.0,aides,aides,5.92,1.38
2910.0,bank,bank,5.92,1.63
2911.0,banks,banks,5.92,1.24
2912.0,beer,beer,5.92,2.39
2913.0,boobs,boobs,5.92,2.14
2914.0,capital,capital,5.92,1.24
2915.0,chapters,chapters,5.92,1.18
2916.0,chicks,chicks,5.92,1.85
2917.0,chiefs,chiefs,5.92,1.4
2918.0,christianity,christianity,5.92,2.27
2919.0,citizen,citizen,5.92,1.38
2920.0,collections,collections,5.92,1.65
2921.0,conclude,conclude,5.92,1.38
2922.0,constant,constant,5.92,1.14
2923.0,covered,covered,5.92,1.01
2924.0,devices,devices,5.92,1.18
2925.0,diagram,diagram,5.92,1.21
2926.0,directors,directors,5.92,1.38
2927.0,doubtless,doubtless,5.92,1.54
2928.0,equity,equity,5.92,1.68
2929.0,fields,fields,5.92,1.24
2930.0,florence,florence,5.92,1.86
2931.0,forecast,forecast,5.92,1.12
2932.0,get,get,5.92,1.08
2933.0,group,group,5.92,1.21
2934.0,guy,guy,5.92,1.34
2935.0,hah,hah,5.92,1.66
2936.0,harvard,harvard,5.92,1.78
2937.0,historic,historic,5.92,1.58
2938.0,i,i,5.92,1.34
2939.0,laboratory,laboratory,5.92,1.71
2940.0,linux,linux,5.92,1.56
2941.0,opens,opens,5.92,1.28
2942.0,orlando,orlando,5.92,1.41
2943.0,pants,pants,5.92,1.14
2944.0,patterns,patterns,5.92,1.07
2945.0,private,private,5.92,1.35
2946.0,publishing,publishing,5.92,1.18
2947.0,raining,raining,5.92,2.17
2948.0,residential,residential,5.92,1.44
2949.0,retirement,retirement,5.92,2.12
2950.0,runnin,runnin,5.92,1.45
2951.0,salon,salon,5.92,1.37
2952.0,sends,sends,5.92,0.92
2953.0,shorts,shorts,5.92,1.26
2954.0,shown,shown,5.92,1.07
2955.0,skinny,skinny,5.92,1.52
2956.0,solid,solid,5.92,1.12
2957.0,stoked,stoked,5.92,1.7
2958.0,substantially,substantially,5.92,1.31
2959.0,teen,teen,5.92,1.94
2960.0,theatrical,theatrical,5.92,1.28
2961.0,toyota,toyota,5.92,1.48
2962.0,translated,translated,5.92,1.08
2963.0,tribe,tribe,5.92,1.37
2964.0,umbrella,umbrella,5.92,1.29
2965.0,vienna,vienna,5.92,1.77
2966.0,views,views,5.92,1.01
2967.0,viva,viva,5.92,1.71
2968.0,washed,washed,5.92,1.55
2969.0,wholly,wholly,5.92,1.14
2970.0,alternatives,alternatives,5.92,1.47
2971.0,applies,applies,5.92,1.34
2972.0,generated,generated,5.92,1.29
2973.0,merchant,merchant,5.92,1.15
2974.0,missionary,missionary,5.92,1.9
2975.0,vine,vine,5.92,1.27
2976.0,vive,vive,5.91,1.34
2977.0,add,add,5.9,0.97
2978.0,addition,addition,5.9,1.3
2979.0,alike,alike,5.9,1.52
2980.0,attributed,attributed,5.9,1.43
2981.0,blu-ray,blu-ray,5.9,1.39
2982.0,both,both,5.9,1.04
2983.0,brought,brought,5.9,1.33
2984.0,buyers,buyers,5.9,1.17
2985.0,chillin,chillin,5.9,1.69
2986.0,co-op,co-op,5.9,1.34
2987.0,conception,conception,5.9,1.33
2988.0,conclusions,conclusions,5.9,1.22
2989.0,considered,considered,5.9,1.07
2990.0,daughter-in-law,daughter-in-law,5.9,1.56
2991.0,diaries,diaries,5.9,1.39
2992.0,dividend,dividend,5.9,1.9
2993.0,doe,doe,5.9,1.64
2994.0,establish,establish,5.9,1.52
2995.0,exist,exist,5.9,1.68
2996.0,existence,existence,5.9,1.25
2997.0,expect,expect,5.9,0.97
2998.0,fact,fact,5.9,1.33
2999.0,featured,featured,5.9,1.07
3000.0,feel,feel,5.9,1.13
3001.0,gin,gin,5.9,1.81
3002.0,grew,grew,5.9,1.33
3003.0,hand,hand,5.9,1.07
3004.0,hosting,hosting,5.9,1.39
3005.0,legacy,legacy,5.9,1.61
3006.0,letters,letters,5.9,1.42
3007.0,lip,lip,5.9,1.07
3008.0,lolz,lolz,5.9,1.56
3009.0,magazine,magazine,5.9,1.67
3010.0,majority,majority,5.9,1.11
3011.0,mall,mall,5.9,1.4
3012.0,man,man,5.9,1.4
3013.0,modest,modest,5.9,1.42
3014.0,naked,naked,5.9,2.29
3015.0,neighbors,neighbors,5.9,1.59
3016.0,nokia,nokia,5.9,1.37
3017.0,notebook,notebook,5.9,1.39
3018.0,now,now,5.9,1.37
3019.0,pass,pass,5.9,1.43
3020.0,peak,peak,5.9,1.59
3021.0,permit,permit,5.9,0.97
3022.0,personally,personally,5.9,1.07
3023.0,planes,planes,5.9,1.68
3024.0,ratings,ratings,5.9,1.27
3025.0,recording,recording,5.9,1.15
3026.0,replies,replies,5.9,0.95
3027.0,results,results,5.4,0.8
3028.0,retail,retail,5.9,1.04
3029.0,scenes,scenes,5.9,1.22
3030.0,scores,scores,5.9,1.13
3031.0,seattle,seattle,5.9,1.27
3032.0,settlement,settlement,5.9,1.5
3033.0,speak,speak,5.9,1.22
3034.0,stanford,stanford,5.9,1.76
3035.0,strategic,strategic,5.9,1.47
3036.0,symbols,symbols,5.9,1.11
3037.0,talked,talked,5.9,1.27
3038.0,thousand,thousand,5.9,0.86
3039.0,twenty,twenty,5.9,1.05
3040.0,winter,winter,5.9,2.18
3041.0,yeah,yeah,5.9,1.15
3042.0,angle,angle,5.9,1.36
3043.0,bun,bun,5.9,1.39
3044.0,displayed,displayed,5.9,1.1
3045.0,dolly,dolly,5.9,1.34
3046.0,illustrate,illustrate,5.9,1.49
3047.0,pockets,pockets,5.9,1.42
3048.0,puppet,puppet,5.9,1.76
3049.0,sensory,sensory,5.9,1.34
3050.0,grande,grande,5.9,1.46
3051.0,mixture,mixture,5.9,1.21
3052.0,myth,myth,5.9,1.42
3053.0,admiral,admiral,5.89,1.4
3054.0,intensity,intensity,5.89,1.31
3055.0,access,access,5.88,1.26
3056.0,adobe,adobe,5.88,1.24
3057.0,airport,airport,5.88,1.85
3058.0,allied,allied,5.88,1.15
3059.0,applications,applications,5.88,1.06
3060.0,architects,architects,5.88,1.38
3061.0,audio,audio,5.88,1.88
3062.0,austria,austria,5.88,1.29
3063.0,celeb,celeb,5.88,1.47
3064.0,chosen,chosen,5.88,1.12
3065.0,city's,city's,5.88,1.27
3066.0,coordinator,coordinator,5.88,1.06
3067.0,cyber,cyber,5.88,1.48
3068.0,deserves,deserves,5.88,1.89
3069.0,distinguish,distinguish,5.88,1.41
3070.0,drivin,drivin,5.88,1.42
3071.0,entire,entire,5.88,1.12
3072.0,evidently,evidently,5.88,1.35
3073.0,expanded,expanded,5.88,1.15
3074.0,feedback,feedback,5.88,0.96
3075.0,field,field,5.88,1.19
3076.0,flew,flew,5.88,1.6
3077.0,founder,founder,5.88,1.12
3078.0,hip,hip,5.88,1.38
3079.0,includes,includes,5.88,1.52
3080.0,keeps,keeps,5.88,1.32
3081.0,leaders,leaders,5.88,1.32
3082.0,lmaooo,lmaooo,5.88,2.04
3083.0,mary,mary,5.88,1.41
3084.0,mood,mood,5.88,1.64
3085.0,mrs,mrs,5.88,1.41
3086.0,october,october,5.88,1.42
3087.0,organism,organism,5.88,1.21
3088.0,outlook,outlook,5.88,1.19
3089.0,philharmonic,philharmonic,5.88,1.57
3090.0,physical,physical,5.88,1.22
3091.0,poland,poland,5.88,1.33
3092.0,primary,primary,5.88,1.12
3093.0,printed,printed,5.88,0.96
3094.0,privacy,privacy,5.88,2.15
3095.0,pro,pro,5.88,1.32
3096.0,producer,producer,5.88,1.36
3097.0,railroad,railroad,5.88,1.36
3098.0,researchers,researchers,5.88,1.39
3099.0,scout,scout,5.88,1.1
3100.0,sequence,sequence,5.88,1.32
3101.0,sovereign,sovereign,5.88,1.38
3102.0,speaking,speaking,5.88,1.12
3103.0,sustained,sustained,5.88,1.41
3104.0,town,town,5.88,1.53
3105.0,twilight,twilight,5.88,1.91
3106.0,victoria,victoria,5.88,1.24
3107.0,weather,weather,5.88,1.52
3108.0,whole,whole,5.88,1.33
3109.0,yeh,yeh,5.88,1.56
3110.0,pun,pun,5.88,1.72
3111.0,demonstration,demonstration,5.88,1.22
3112.0,misty,misty,5.88,1.88
3113.0,sovereignty,sovereignty,5.88,1.75
3114.0,scripture,scripture,5.88,1.73
3115.0,sleigh,sleigh,5.88,1.82
3116.0,flex,flex,5.87,1.16
3117.0,2morrow,2morrow,5.86,1.31
3118.0,adopted,adopted,5.86,1.65
3119.0,aim,aim,5.86,1.11
3120.0,amounts,amounts,5.86,1.21
3121.0,applied,applied,5.86,1.29
3122.0,arrangement,arrangement,5.86,1.12
3123.0,articles,articles,5.86,1.18
3124.0,balls,balls,5.86,1.21
3125.0,barbie,barbie,5.86,1.6
3126.0,bear,bear,5.86,1.85
3127.0,boogie,boogie,5.86,1.94
3128.0,bridge,bridge,5.86,1.4
3129.0,brooks,brooks,5.86,1.37
3130.0,brother-in-law,brother-in-law,5.86,1.53
3131.0,chrome,chrome,5.86,1.43
3132.0,club,club,5.86,1.64
3133.0,columbus,columbus,5.86,1.32
3134.0,connect,connect,5.86,1.48
3135.0,constitutional,constitutional,5.86,1.6
3136.0,contemporary,contemporary,5.86,1.09
3137.0,country's,country's,5.86,1.37
3138.0,credit,credit,5.86,1.67
3139.0,credits,credits,5.86,1.34
3140.0,curve,curve,5.86,1.48
3141.0,diverse,diverse,5.86,1.54
3142.0,dj,dj,5.86,1.5
3143.0,effort,effort,5.86,1.63
3144.0,engineering,engineering,5.86,1.48
3145.0,equipment,equipment,5.86,0.97
3146.0,figures,figures,5.86,1.18
3147.0,freeway,freeway,5.86,1.54
3148.0,front-page,front-page,5.86,1.09
3149.0,frontier,frontier,5.86,1.28
3150.0,hotter,hotter,5.86,1.54
3151.0,household,household,5.86,1.65
3152.0,integration,integration,5.86,1.75
3153.0,introduce,introduce,5.86,0.97
3154.0,japan's,japan's,5.86,1.16
3155.0,jennifer,jennifer,5.86,1.4
3156.0,keep,keep,5.86,1.07
3157.0,layout,layout,5.86,0.9
3158.0,lens,lens,5.86,1.5
3159.0,leo,leo,5.86,1.48
3160.0,located,located,5.86,1.36
3161.0,metro,metro,5.86,1.53
3162.0,newman,newman,5.86,1.21
3163.0,nut,nut,5.86,1.5
3164.0,nuts,nuts,5.86,1.63
3165.0,observations,observations,5.86,1.07
3166.0,obtain,obtain,5.86,1.34
3167.0,pc,pc,5.86,1.43
3168.0,position,position,5.86,1.12
3169.0,potter,potter,5.86,1.8
3170.0,president,president,5.86,2.11
3171.0,productions,productions,5.86,1.23
3172.0,property,property,5.86,1.57
3173.0,pumping,pumping,5.86,1.37
3174.0,revelation,revelation,5.86,1.48
3175.0,road,road,5.86,1.09
3176.0,sand,sand,5.86,1.58
3177.0,seat,seat,5.86,1.05
3178.0,services,services,5.86,1.58
3179.0,sound,sound,5.86,1.28
3180.0,survival,survival,5.86,1.59
3181.0,teens,teens,5.86,1.55
3182.0,thursday,thursday,5.86,1.11
3183.0,trained,trained,5.86,1.5
3184.0,variations,variations,5.86,1.2
3185.0,viewers,viewers,5.86,1.28
3186.0,wrapped,wrapped,5.86,1.31
3187.0,attitudes,attitudes,5.86,1.31
3188.0,autonomy,autonomy,5.86,1.59
3189.0,concentrated,concentrated,5.86,1.29
3190.0,deeper,deeper,5.86,1.34
3191.0,fifteen,fifteen,5.86,1.02
3192.0,fourteen,fourteen,5.86,1.34
3193.0,gum,gum,5.86,1.38
3194.0,liquid,liquid,5.86,1.17
3195.0,organizational,organizational,5.86,1.26
3196.0,output,output,5.0,0.0
3197.0,phenomena,phenomena,5.86,1.61
3198.0,seal,seal,5.86,1.51
3199.0,concentration,concentration,5.85,1.56
3200.0,props,props,5.85,1.41
3201.0,construct,construct,5.85,1.52
3202.0,amount,amount,5.84,1.3
3203.0,angeles,angeles,5.84,1.56
3204.0,appear,appear,5.84,0.82
3205.0,arena,arena,5.84,1.02
3206.0,banking,banking,5.84,1.65
3207.0,baseball,baseball,5.84,1.73
3208.0,begun,begun,5.84,1.04
3209.0,being,being,5.84,1.61
3210.0,benz,benz,5.84,1.84
3211.0,blogs,blogs,5.84,1.77
3212.0,buck,buck,5.84,1.78
3213.0,canadian,canadian,5.84,1.86
3214.0,checks,checks,5.84,1.54
3215.0,chicago,chicago,5.84,1.53
3216.0,circles,circles,5.84,1.18
3217.0,classes,classes,5.84,1.33
3218.0,colorado,colorado,5.84,1.13
3219.0,coming,coming,5.84,1.2
3220.0,conducting,conducting,5.84,1.02
3221.0,crossword,crossword,5.84,1.56
3222.0,curry,curry,5.84,1.82
3223.0,decide,decide,5.84,1.25
3224.0,descriptions,descriptions,5.84,1.15
3225.0,desktop,desktop,5.84,1.5
3226.0,element,element,5.84,1.04
3227.0,enter,enter,5.84,1.28
3228.0,escaped,escaped,5.84,1.94
3229.0,ethnic,ethnic,5.84,1.33
3230.0,experimental,experimental,5.84,1.45
3231.0,feelings,feelings,5.84,1.72
3232.0,germans,germans,5.84,1.8
3233.0,gets,gets,5.84,1.3
3234.0,grain,grain,5.84,1.27
3235.0,grammar,grammar,5.84,1.43
3236.0,gravity,gravity,5.84,1.58
3237.0,hear,hear,5.84,1.2
3238.0,her,her,5.84,1.08
3239.0,history,history,4.8,0.4
3240.0,individuals,individuals,5.84,1.0
3241.0,landed,landed,5.84,1.04
3242.0,lands,lands,5.84,1.33
3243.0,lays,lays,5.84,1.5
3244.0,maryland,maryland,5.84,1.67
3245.0,matrix,matrix,5.84,1.42
3246.0,mexico,mexico,5.84,1.72
3247.0,nationwide,nationwide,5.84,1.25
3248.0,ooh,ooh,5.84,1.82
3249.0,oral,oral,5.0,0.0
3250.0,patents,patents,5.84,1.06
3251.0,poster,poster,5.84,1.13
3252.0,producing,producing,5.84,1.33
3253.0,programming,programming,5.84,1.52
3254.0,prophet,prophet,5.84,1.92
3255.0,provisions,provisions,5.84,1.56
3256.0,puff,puff,5.84,1.48
3257.0,quartet,quartet,5.84,1.22
3258.0,realize,realize,5.84,1.08
3259.0,really,really,5.84,1.49
3260.0,responses,responses,5.84,1.15
3261.0,sample,sample,5.84,0.93
3262.0,shoe,shoe,5.84,1.45
3263.0,showing,showing,5.84,0.84
3264.0,ski,ski,5.84,1.33
3265.0,stages,stages,5.84,1.54
3266.0,stored,stored,5.84,1.09
3267.0,suggestion,suggestion,5.84,1.31
3268.0,tall,tall,5.84,1.36
3269.0,telephone,telephone,5.84,1.91
3270.0,theoretical,theoretical,5.84,1.11
3271.0,uk,uk,5.84,1.57
3272.0,urban,urban,5.84,1.56
3273.0,watching,watching,5.84,1.22
3274.0,web,web,5.84,1.74
3275.0,absorption,absorption,5.84,1.36
3276.0,constructed,constructed,5.84,1.4
3277.0,dimensions,dimensions,5.84,1.3
3278.0,examples,examples,5.84,1.46
3279.0,interpretation,interpretation,5.84,1.2
3280.0,programme,programme,5.84,1.4
3281.0,relating,relating,5.84,1.31
3282.0,shades,shades,5.84,1.4
3283.0,subtle,subtle,5.84,1.45
3284.0,instruction,instruction,5.83,1.26
3285.0,rotation,rotation,5.83,1.31
3286.0,wagon,wagon,5.83,1.32
3287.0,10pm,10pm,5.82,1.22
3288.0,7-9pm,7-9pm,5.82,1.44
3289.0,apply,apply,5.82,0.8
3290.0,arising,arising,5.82,1.4
3291.0,bar,bar,5.82,1.8
3292.0,becoming,becoming,5.82,0.92
3293.0,blogging,blogging,5.82,1.48
3294.0,closer,closer,5.82,1.1
3295.0,come,come,5.82,1.0
3296.0,communications,communications,5.82,1.34
3297.0,connection,connection,5.82,1.12
3298.0,consistent,consistent,5.82,1.67
3299.0,cow,cow,5.82,1.47
3300.0,detail,detail,5.82,1.14
3301.0,diplomatic,diplomatic,5.82,1.64
3302.0,east,east,5.82,1.29
3303.0,eatin,eatin,5.82,1.57
3304.0,emphasized,emphasized,5.82,1.44
3305.0,endowment,endowment,5.82,1.51
3306.0,entered,entered,5.82,1.02
3307.0,expressed,expressed,5.82,1.35
3308.0,fig,fig,5.82,1.47
3309.0,have,have,5.82,0.85
3310.0,hearing,hearing,5.82,1.48
3311.0,homey,homey,5.82,2.06
3312.0,hundred,hundred,5.82,1.34
3313.0,investment,investment,5.82,1.81
3314.0,involved,involved,5.82,1.34
3315.0,irish,irish,5.82,1.59
3316.0,jean,jean,5.82,1.57
3317.0,key,key,5.82,1.06
3318.0,landing,landing,5.82,1.24
3319.0,lived,lived,5.82,1.6
3320.0,maine,maine,5.82,1.49
3321.0,maker,maker,5.82,1.04
3322.0,many,many,5.82,1.44
3323.0,met,met,5.82,0.92
3324.0,montreal,montreal,5.82,1.26
3325.0,nashville,nashville,5.82,1.32
3326.0,opinion,opinion,5.82,1.34
3327.0,owl,owl,5.82,1.86
3328.0,pair,pair,5.82,1.19
3329.0,path,path,5.82,1.16
3330.0,peoples,peoples,5.82,1.37
3331.0,philosophers,philosophers,5.82,1.75
3332.0,publisher,publisher,5.82,1.08
3333.0,quickly,quickly,5.82,1.45
3334.0,realised,realised,5.82,1.38
3335.0,regarded,regarded,5.82,1.17
3336.0,royal,royal,5.82,1.64
3337.0,sane,sane,5.82,1.61
3338.0,sister-in-law,sister-in-law,5.82,1.57
3339.0,southwest,southwest,5.82,1.59
3340.0,spanish,spanish,5.82,1.26
3341.0,sum,sum,5.82,1.14
3342.0,talks,talks,5.82,1.21
3343.0,teen-agers,teen-agers,5.82,1.72
3344.0,tennessee,tennessee,5.82,1.27
3345.0,toronto,toronto,5.82,1.76
3346.0,upper,upper,5.82,0.92
3347.0,woot,woot,5.82,1.6
3348.0,workin,workin,5.82,1.69
3349.0,diversity,diversity,5.82,1.74
3350.0,ideology,ideology,5.82,1.44
3351.0,mist,mist,5.82,1.58
3352.0,movements,movements,5.82,1.07
3353.0,outline,outline,5.82,1.27
3354.0,continually,continually,5.81,1.08
3355.0,obtaining,obtaining,5.81,1.36
3356.0,6pm,6pm,5.8,1.25
3357.0,accordingly,accordingly,5.8,1.28
3358.0,acquisition,acquisition,5.8,1.53
3359.0,addressed,addressed,5.8,1.21
3360.0,analysis,analysis,5.8,1.43
3361.0,appearance,appearance,5.8,1.48
3362.0,attention,attention,5.8,1.48
3363.0,attitude,attitude,5.8,1.59
3364.0,bean,bean,5.8,1.36
3365.0,becomes,becomes,5.8,0.95
3366.0,belong,belong,5.8,1.7
3367.0,brings,brings,5.8,1.11
3368.0,caffeine,caffeine,5.8,2.16
3369.0,changing,changing,5.8,1.44
3370.0,climate,climate,5.8,1.43
3371.0,commonly,commonly,5.8,1.39
3372.0,courses,courses,5.8,1.37
3373.0,crib,crib,5.8,1.51
3374.0,definition,definition,5.8,1.18
3375.0,determine,determine,5.8,1.34
3376.0,director,director,5.8,1.48
3377.0,double,double,5.8,1.37
3378.0,dude,dude,5.8,1.7
3379.0,entre,entre,5.8,1.51
3380.0,establishing,establishing,5.8,1.4
3381.0,extended,extended,5.8,1.23
3382.0,finding,finding,5.8,1.21
3383.0,god's,god's,5.8,2.25
3384.0,gradually,gradually,5.8,1.21
3385.0,group's,group's,5.8,1.2
3386.0,grove,grove,5.8,1.07
3387.0,hai,hai,5.8,1.5
3388.0,headed,headed,5.8,0.86
3389.0,ice,ice,5.8,1.48
3390.0,interior,interior,5.8,0.88
3391.0,kentucky,kentucky,5.8,1.28
3392.0,known,known,5.8,1.39
3393.0,league,league,5.8,1.16
3394.0,liberal,liberal,5.8,2.17
3395.0,lmao,lmao,5.8,1.9
3396.0,master's,master's,5.8,1.48
3397.0,men's,men's,5.8,1.37
3398.0,mix,mix,5.8,0.93
3399.0,model,model,5.8,1.09
3400.0,mostly,mostly,5.8,1.16
3401.0,mouth,mouth,5.0,0.0
3402.0,networks,networks,5.8,1.37
3403.0,northeast,northeast,5.8,1.51
3404.0,outside,outside,5.8,1.68
3405.0,paper,paper,5.8,1.2
3406.0,pardon,pardon,5.8,1.63
3407.0,perceive,perceive,5.8,1.28
3408.0,pilots,pilots,5.8,1.43
3409.0,podcast,podcast,5.8,1.34
3410.0,practice,practice,5.8,1.34
3411.0,psychology,psychology,5.8,1.34
3412.0,pumped,pumped,5.8,1.59
3413.0,rapid,rapid,5.8,1.29
3414.0,reconstruction,reconstruction,5.8,1.6
3415.0,rehearsal,rehearsal,5.8,1.28
3416.0,responsible,responsible,5.8,1.65
3417.0,roads,roads,5.8,1.11
3418.0,root,root,5.8,1.26
3419.0,rubber,rubber,5.8,1.36
3420.0,sales,sales,5.8,1.11
3421.0,sending,sending,5.8,0.93
3422.0,shaped,shaped,5.8,1.21
3423.0,simultaneously,simultaneously,5.8,1.26
3424.0,spoke,spoke,5.8,0.9
3425.0,stock,stock,5.8,1.11
3426.0,tended,tended,5.8,1.14
3427.0,vivo,vivo,5.8,1.5
3428.0,vote,vote,5.8,1.58
3429.0,wind,wind,5.8,1.6
3430.0,write,write,5.8,1.47
3431.0,yellow,yellow,5.8,1.46
3432.0,seated,seated,5.8,1.22
3433.0,behaviour,behaviour,5.8,1.41
3434.0,description,description,5.8,1.14
3435.0,dimension,dimension,5.8,1.26
3436.0,gender,gender,5.8,1.24
3437.0,impulse,impulse,5.8,1.22
3438.0,involve,involve,5.8,1.34
